season,player_name,team_abbreviation,age,player_height,player_weight
2017-18,Anthony Davis,NOP,25,208.28,114.758776
2018-19,Anthony Davis,NOP,26,208.28,114.758776
2019-20,Anthony Davis,LAL,27,208.28,114.758776
2020-21,Anthony Davis,LAL,28,208.28,114.758776
2021-22,Anthony Davis,LAL,29,208.28,114.758776
2022-23,Anthony Davis,LAL,30,208.28,114.758776
2020-21,Anthony Edwards,MIN,19,193.04,102.0582
2021-22,Anthony Edwards,MIN,20,193.04,102.0582
2022-23,Anthony Edwards,MIN,21,193.04,102.0582
2020-21,Anthony Gill,WAS,28,200.66,104.32616
2021-22,Anthony Gill,WAS,29,200.66,104.32616
2022-23,Anthony Gill,WAS,30,203.2,104.32616
2005-06,Anthony Goldwire,LAC,34,187.96,82.553744
2005-06,Anthony Grundy,ATL,27,190.5,83.91452
2005-06,Anthony Johnson,IND,31,190.5,90.7184
2006-07,Anthony Johnson,ATL,32,190.5,88.45044
2007-08,Anthony Johnson,SAC,33,190.5,88.45044
2008-09,Anthony Johnson,ORL,34,190.5,88.45044
2009-10,Anthony Johnson,ORL,35,190.5,88.45044
2020-21,Anthony Lamb,HOU,23,198.12,102.965384
2021-22,Anthony Lamb,HOU,24,198.12,102.965384
2022-23,Anthony Lamb,GSW,25,198.12,102.965384
2008-09,Anthony Morrow,GSW,23,195.58,95.25432
2009-10,Anthony Morrow,GSW,24,195.58,95.25432
2010-11,Anthony Morrow,NJN,25,195.58,95.25432
2011-12,Anthony Morrow,NJN,26,195.58,95.25432
2012-13,Anthony Morrow,DAL,27,195.58,95.25432
2013-14,Anthony Morrow,NOP,28,195.58,95.25432
2014-15,Anthony Morrow,OKC,29,195.58,95.25432
2015-16,Anthony Morrow,OKC,30,195.58,95.25432
2016-17,Anthony Morrow,CHI,31,195.58,95.25432
2006-07,Anthony Parker,TOR,32,198.12,97.52228
2007-08,Anthony Parker,TOR,33,198.12,97.52228
2008-09,Anthony Parker,TOR,34,198.12,97.52228
2009-10,Anthony Parker,CLE,35,198.12,97.52228
2010-11,Anthony Parker,CLE,36,198.12,95.25432
2011-12,Anthony Parker,CLE,37,198.12,95.25432
2008-09,Anthony Randolph,GSW,19,208.28,95.25432
2009-10,Anthony Randolph,GSW,20,208.28,95.25432
2010-11,Anthony Randolph,MIN,21,210.82,102.0582
2011-12,Anthony Randolph,MIN,22,210.82,102.0582
2012-13,Anthony Randolph,DEN,23,210.82,102.0582
2013-14,Anthony Randolph,DEN,24,210.82,102.0582
2005-06,Anthony Roberson,MEM,23,187.96,81.64656
2006-07,Anthony Roberson,GSW,24,187.96,85.275296
2008-09,Anthony Roberson,CHI,26,187.96,81.64656
2008-09,Anthony Tolliver,SAS,24,203.2,108.86208
2009-10,Anthony Tolliver,GSW,25,205.74,110.222856
2010-11,Anthony Tolliver,MIN,26,205.74,110.222856
2011-12,Anthony Tolliver,MIN,27,203.2,108.86208
2012-13,Anthony Tolliver,ATL,28,203.2,108.86208
2013-14,Anthony Tolliver,CHA,29,203.2,108.86208
2014-15,Anthony Tolliver,DET,30,203.2,108.86208
2015-16,Anthony Tolliver,DET,31,203.2,108.86208
2016-17,Anthony Tolliver,SAC,32,203.2,108.86208
2017-18,Anthony Tolliver,DET,33,203.2,108.86208
2018-19,Anthony Tolliver,MIN,34,203.2,113.398
2019-20,Anthony Tolliver,MEM,35,203.2,108.86208
2020-21,Anthony Tolliver,PHI,36,203.2,108.86208
2005-06,Antoine Walker,MIA,29,205.74,111.13004
2006-07,Antoine Walker,MIA,30,205.74,111.13004
2007-08,Antoine Walker,MIN,31,205.74,111.13004
2005-06,Antoine Wright,NJN,22,200.66,95.25432
2006-07,Antoine Wright,NJN,23,200.66,97.52228
2007-08,Antoine Wright,DAL,24,200.66,97.52228
2008-09,Antoine Wright,DAL,25,200.66,97.52228
2009-10,Antoine Wright,TOR,26,200.66,97.52228
2010-11,Antoine Wright,SAC,27,200.66,97.52228
2009-10,Antonio Anderson,OKC,25,198.12,97.52228
2017-18,Antonio Blakeney,CHI,21,193.04,89.357624
2018-19,Antonio Blakeney,CHI,22,193.04,87.089664
2005-06,Antonio Burks,MEM,26,182.88,88.45044
2005-06,Antonio Daniels,WAS,31,193.04,92.98636
2006-07,Antonio Daniels,WAS,32,193.04,92.98636
2007-08,Antonio Daniels,WAS,33,193.04,92.98636
2008-09,Antonio Daniels,NOH,34,193.04,92.98636
2010-11,Antonio Daniels,PHI,36,193.04,92.98636
2005-06,Antonio Davis,TOR,37,205.74,111.13004
2005-06,Antonio McDyess,DET,31,205.74,111.13004
2006-07,Antonio McDyess,DET,32,205.74,111.13004
2007-08,Antonio McDyess,DET,33,205.74,111.13004
2008-09,Antonio McDyess,DET,34,205.74,111.13004
2009-10,Antonio McDyess,SAS,35,205.74,111.13004
2010-11,Antonio McDyess,SAS,36,205.74,111.13004
2017-18,Antonius Cleveland,ATL,24,198.12,88.45044
2019-20,Antonius Cleveland,DAL,26,195.58,88.45044
2019-20,Anzejs Pasecniks,WAS,24,218.44,103.872568
2020-21,Anzejs Pasecniks,WAS,25,215.9,103.872568
2013-14,Archie Goodwin,PHX,19,195.58,89.811216
2014-15,Archie Goodwin,PHX,20,195.58,89.811216
2015-16,Archie Goodwin,PHX,21,195.58,90.7184
2016-17,Archie Goodwin,BKN,22,195.58,92.98636
2013-14,Arinze Onuaku,CLE,26,205.74,124.7378
2014-15,Arinze Onuaku,MIN,27,205.74,124.7378
2016-17,Arinze Onuaku,ORL,29,205.74,115.66596
2010-11,Armon Johnson,POR,22,190.5,88.45044
2011-12,Armon Johnson,NJN,23,190.5,88.45044
2020-21,Armoni Brooks,HOU,23,190.5,88.45044
2021-22,Armoni Brooks,TOR,24,190.5,88.45044
2012-13,Arnett Moultrie,PHI,22,208.28,111.13004
2013-14,Arnett Moultrie,PHI,23,208.28,108.86208
2021-22,Arnoldas Kulboka,CHA,24,208.28,94.800728
2012-13,Aron Baynes,SAS,26,208.28,117.93392
2013-14,Aron Baynes,SAS,27,208.28,117.93392
2014-15,Aron Baynes,SAS,28,208.28,117.93392
2015-16,Aron Baynes,DET,29,208.28,117.93392
2016-17,Aron Baynes,DET,30,208.28,117.93392
2017-18,Aron Baynes,BOS,31,208.28,117.93392
2018-19,Aron Baynes,BOS,32,208.28,117.93392
2019-20,Aron Baynes,PHX,33,208.28,117.93392
2020-21,Aron Baynes,TOR,34,208.28,117.93392
2007-08,Arron Afflalo,DET,22,195.58,97.52228
2008-09,Arron Afflalo,DET,23,195.58,97.52228
2009-10,Arron Afflalo,DEN,24,195.58,97.52228
2010-11,Arron Afflalo,DEN,25,195.58,97.52228
2011-12,Arron Afflalo,DEN,26,195.58,97.52228
2012-13,Arron Afflalo,ORL,27,195.58,97.52228
2013-14,Arron Afflalo,ORL,28,195.58,97.52228
2014-15,Arron Afflalo,POR,29,195.58,97.52228
2015-16,Arron Afflalo,NYK,30,195.58,95.25432
2016-17,Arron Afflalo,SAC,31,195.58,95.25432
2017-18,Arron Afflalo,ORL,32,195.58,95.25432
2005-06,Arvydas Macijauskas,NOK,26,193.04,97.068688
2020-21,Ashton Hagans,MIN,21,190.5,86.18248
2005-06,Austin Croshere,IND,31,208.28,106.59412
2006-07,Austin Croshere,DAL,32,208.28,106.59412
2007-08,Austin Croshere,GSW,33,208.28,106.59412
2008-09,Austin Croshere,SAS,34,208.28,108.86208
2009-10,Austin Daye,DET,22,210.82,90.7184
2010-11,Austin Daye,DET,23,210.82,90.7184
2011-12,Austin Daye,DET,24,210.82,90.7184
2012-13,Austin Daye,MEM,25,210.82,90.7184
2013-14,Austin Daye,SAS,26,210.82,90.7184
2014-15,Austin Daye,ATL,27,210.82,99.79024
2021-22,Austin Reaves,LAL,24,195.58,89.357624
2022-23,Austin Reaves,LAL,25,195.58,89.357624
2012-13,Austin Rivers,NOH,20,193.04,90.7184
2013-14,Austin Rivers,NOP,21,193.04,90.7184
2014-15,Austin Rivers,LAC,22,193.04,90.7184
2015-16,Austin Rivers,LAC,23,193.04,90.7184
2016-17,Austin Rivers,LAC,24,193.04,90.7184
2017-18,Austin Rivers,LAC,25,193.04,90.7184
2018-19,Austin Rivers,HOU,26,193.04,90.7184
2019-20,Austin Rivers,HOU,27,190.5,90.7184
2020-21,Austin Rivers,DEN,28,193.04,90.7184
2021-22,Austin Rivers,DEN,29,193.04,90.7184
2022-23,Austin Rivers,MIN,30,193.04,90.7184
2010-11,Avery Bradley,BOS,20,187.96,81.64656
2011-12,Avery Bradley,BOS,21,187.96,81.64656
2012-13,Avery Bradley,BOS,22,187.96,81.64656
2013-14,Avery Bradley,BOS,23,187.96,81.64656
2014-15,Avery Bradley,BOS,24,187.96,81.64656
2015-16,Avery Bradley,BOS,25,187.96,81.64656
2016-17,Avery Bradley,BOS,26,187.96,81.64656
2017-18,Avery Bradley,LAC,27,187.96,81.64656
2018-19,Avery Bradley,MEM,28,187.96,81.64656
2019-20,Avery Bradley,LAL,29,190.5,81.64656
2020-21,Avery Bradley,HOU,30,190.5,81.64656
2021-22,Avery Bradley,LAL,31,190.5,81.64656
2005-06,Awvee Storey,WAS,29,198.12,102.0582
2007-08,Awvee Storey,MIL,31,198.12,102.0582
2015-16,Axel Toupane,DEN,23,200.66,95.25432
2016-17,Axel Toupane,NOP,24,200.66,95.25432
2020-21,Axel Toupane,MIL,28,200.66,95.25432
2021-22,Ayo Dosunmu,CHI,22,193.04,90.7184
2022-23,Ayo Dosunmu,CHI,23,195.58,90.7184
2018-19,BJ Johnson,SAC,23,200.66,90.7184
2019-20,BJ Johnson,ORL,24,200.66,90.7184
2021-22,BJ Johnson,ORL,26,198.12,90.7184
2017-18,Bam Adebayo,MIA,20,208.28,115.66596
2018-19,Bam Adebayo,MIA,21,208.28,115.66596
2019-20,Bam Adebayo,MIA,22,205.74,115.66596
2020-21,Bam Adebayo,MIA,23,205.74,115.66596
2021-22,Bam Adebayo,MIA,24,205.74,115.66596
2022-23,Bam Adebayo,MIA,25,205.74,115.66596
2005-06,Baron Davis,GSW,27,190.5,97.52228
2006-07,Baron Davis,GSW,28,190.5,97.52228
2007-08,Baron Davis,GSW,29,190.5,97.52228
2008-09,Baron Davis,LAC,30,190.5,97.52228
2009-10,Baron Davis,LAC,31,190.5,97.52228
2010-11,Baron Davis,CLE,32,190.5,97.52228
2011-12,Baron Davis,NYK,33,190.5,96.161504
2016-17,Ben Bentil,DAL,22,205.74,106.59412
2005-06,Ben Gordon,CHI,23,190.5,90.7184
2006-07,Ben Gordon,CHI,24,190.5,90.7184
2007-08,Ben Gordon,CHI,25,190.5,90.7184
2008-09,Ben Gordon,CHI,26,190.5,90.7184
2009-10,Ben Gordon,DET,27,190.5,90.7184
2010-11,Ben Gordon,DET,28,190.5,90.7184
2011-12,Ben Gordon,DET,29,190.5,90.7184
2012-13,Ben Gordon,CHA,30,190.5,90.7184
2013-14,Ben Gordon,CHA,31,190.5,90.7184
2014-15,Ben Gordon,ORL,32,190.5,92.98636
2012-13,Ben Hansbrough,IND,25,190.5,92.079176
2013-14,Ben McLemore,SAC,21,195.58,88.45044
2014-15,Ben McLemore,SAC,22,195.58,88.45044
2015-16,Ben McLemore,SAC,23,195.58,88.45044
2016-17,Ben McLemore,SAC,24,195.58,88.45044
2017-18,Ben McLemore,MEM,25,195.58,88.45044
2018-19,Ben McLemore,SAC,26,195.58,91.171992
2019-20,Ben McLemore,HOU,27,190.5,88.45044
2020-21,Ben McLemore,LAL,28,190.5,88.45044
2021-22,Ben McLemore,POR,29,190.5,88.45044
2017-18,Ben Moore,IND,23,203.2,99.79024
2017-18,Ben Simmons,PHI,21,208.28,104.32616
2018-19,Ben Simmons,PHI,22,208.28,104.32616
2019-20,Ben Simmons,PHI,23,208.28,108.86208
2020-21,Ben Simmons,PHI,24,210.82,108.86208
2022-23,Ben Simmons,BKN,26,208.28,108.86208
2010-11,Ben Uzoh,NJN,23,190.5,92.98636
2011-12,Ben Uzoh,TOR,24,190.5,92.98636
2005-06,Ben Wallace,DET,31,205.74,108.86208
2006-07,Ben Wallace,CHI,32,205.74,108.86208
2007-08,Ben Wallace,CLE,33,205.74,108.86208
2008-09,Ben Wallace,CLE,34,205.74,108.86208
2009-10,Ben Wallace,DET,35,205.74,108.86208
2010-11,Ben Wallace,DET,36,205.74,108.86208
2011-12,Ben Wallace,DET,37,205.74,108.86208
2022-23,Bennedict Mathurin,IND,21,195.58,95.25432
2005-06,Beno Udrih,SAS,23,190.5,90.7184
2006-07,Beno Udrih,SAS,24,190.5,90.7184
2007-08,Beno Udrih,SAC,25,190.5,92.98636
2008-09,Beno Udrih,SAC,26,190.5,92.98636
2009-10,Beno Udrih,SAC,27,190.5,92.98636
2010-11,Beno Udrih,SAC,28,190.5,92.98636
2011-12,Beno Udrih,MIL,29,190.5,92.079176
2012-13,Beno Udrih,ORL,30,190.5,92.079176
2013-14,Beno Udrih,MEM,31,190.5,95.25432
2014-15,Beno Udrih,MEM,32,190.5,92.98636
2015-16,Beno Udrih,MEM,33,190.5,92.98636
2016-17,Beno Udrih,DET,34,190.5,92.98636
2012-13,Bernard James,DAL,28,208.28,108.86208
2013-14,Bernard James,DAL,29,208.28,108.86208
2014-15,Bernard James,DAL,30,208.28,106.59412
2005-06,Bernard Robinson,CHA,25,198.12,95.25432
2006-07,Bernard Robinson,NJN,26,198.12,95.25432
2018-19,Billy Garrett,NYK,24,198.12,97.52228
2005-06,Billy Thomas,WAS,30,195.58,99.79024
2007-08,Billy Thomas,CLE,32,195.58,99.79024
2011-12,Bismack Biyombo,CHA,19,205.74,111.13004
2012-13,Bismack Biyombo,CHA,20,205.74,111.13004
2013-14,Bismack Biyombo,CHA,21,205.74,111.13004
2014-15,Bismack Biyombo,CHA,22,205.74,111.13004
2015-16,Bismack Biyombo,TOR,23,205.74,111.13004
2016-17,Bismack Biyombo,ORL,24,205.74,115.66596
2017-18,Bismack Biyombo,ORL,25,205.74,115.66596
2018-19,Bismack Biyombo,CHA,26,205.74,115.66596
2019-20,Bismack Biyombo,CHA,27,203.2,115.66596
2020-21,Bismack Biyombo,CHA,28,203.2,115.66596
2021-22,Bismack Biyombo,PHX,29,203.2,115.66596
2022-23,Bismack Biyombo,PHX,30,203.2,115.66596
2007-08,Blake Ahearn,MIA,24,187.96,86.18248
2008-09,Blake Ahearn,SAS,25,187.96,86.18248
2011-12,Blake Ahearn,UTA,28,187.96,86.18248
2010-11,Blake Griffin,LAC,22,208.28,113.851592
2011-12,Blake Griffin,LAC,23,208.28,113.851592
2012-13,Blake Griffin,LAC,24,208.28,113.851592
2013-14,Blake Griffin,LAC,25,208.28,113.851592
2014-15,Blake Griffin,LAC,26,208.28,113.851592
2015-16,Blake Griffin,LAC,27,208.28,113.851592
2016-17,Blake Griffin,LAC,28,208.28,113.851592
2017-18,Blake Griffin,DET,29,208.28,113.851592
2018-19,Blake Griffin,DET,30,208.28,113.398
2019-20,Blake Griffin,DET,31,205.74,113.398
2020-21,Blake Griffin,BKN,32,205.74,113.398
2021-22,Blake Griffin,BKN,33,205.74,113.398
2022-23,Blake Griffin,BOS,34,205.74,113.398
2022-23,Blake Wesley,SAS,20,193.04,83.91452
2005-06,Bo Outlaw,ORL,35,203.2,99.79024
2006-07,Bo Outlaw,ORL,36,203.2,99.79024
2007-08,Bo Outlaw,ORL,37,203.2,99.79024
2015-16,Boban Marjanovic,SAS,27,220.98,131.54168
2016-17,Boban Marjanovic,DET,28,220.98,131.54168
2017-18,Boban Marjanovic,LAC,29,220.98,131.54168
2018-19,Boban Marjanovic,PHI,30,220.98,131.54168
2019-20,Boban Marjanovic,DAL,31,223.52,131.54168
2020-21,Boban Marjanovic,DAL,32,223.52,131.54168
2021-22,Boban Marjanovic,DAL,33,220.98,131.54168
2022-23,Boban Marjanovic,HOU,34,223.52,131.54168
2008-09,Bobby Brown,MIN,24,187.96,79.3786
2009-10,Bobby Brown,LAC,25,187.96,79.3786
2016-17,Bobby Brown,HOU,32,187.96,79.3786
2017-18,Bobby Brown,HOU,33,187.96,79.3786
2005-06,Bobby Jackson,MEM,33,185.42,83.91452
2006-07,Bobby Jackson,NOK,34,185.42,83.91452
2007-08,Bobby Jackson,HOU,35,185.42,83.91452
2008-09,Bobby Jackson,SAC,36,185.42,83.91452
2006-07,Bobby Jones,PHI,23,200.66,97.52228
2007-08,Bobby Jones,DEN,24,200.66,97.52228
2015-16,Bobby Portis,CHI,21,210.82,104.32616
2016-17,Bobby Portis,CHI,22,210.82,111.583632
2017-18,Bobby Portis,CHI,23,210.82,112.490816
2018-19,Bobby Portis,WAS,24,210.82,113.398
2019-20,Bobby Portis,NYK,25,208.28,113.398
2020-21,Bobby Portis,MIL,26,208.28,113.398
2021-22,Bobby Portis,MIL,27,208.28,113.398
2022-23,Bobby Portis,MIL,28,210.82,113.398
2005-06,Bobby Simmons,MIL,26,198.12,103.418976
2007-08,Bobby Simmons,MIL,28,198.12,104.32616
2008-09,Bobby Simmons,NJN,29,198.12,104.32616
2009-10,Bobby Simmons,NJN,30,198.12,104.32616
2010-11,Bobby Simmons,SAS,31,198.12,106.59412
2011-12,Bobby Simmons,LAC,32,198.12,106.59412
2017-18,Bogdan Bogdanovic,SAC,25,198.12,92.98636
2018-19,Bogdan Bogdanovic,SAC,26,198.12,92.98636
2019-20,Bogdan Bogdanovic,SAC,27,198.12,99.79024
2020-21,Bogdan Bogdanovic,ATL,28,198.12,99.79024
2021-22,Bogdan Bogdanovic,ATL,29,198.12,102.0582
2022-23,Bogdan Bogdanovic,ATL,30,195.58,102.0582
2014-15,Bojan Bogdanovic,BKN,26,203.2,97.975872
2015-16,Bojan Bogdanovic,BKN,27,203.2,97.975872
2016-17,Bojan Bogdanovic,WAS,28,203.2,102.0582
2017-18,Bojan Bogdanovic,IND,29,203.2,104.32616
2018-19,Bojan Bogdanovic,IND,30,203.2,97.975872
2019-20,Bojan Bogdanovic,UTA,31,203.2,102.511792
2020-21,Bojan Bogdanovic,UTA,32,200.66,102.511792
2021-22,Bojan Bogdanovic,UTA,33,200.66,102.511792
2022-23,Bojan Bogdanovic,DET,34,200.66,102.511792
2019-20,Bol Bol,DEN,20,218.44,99.79024
2020-21,Bol Bol,DEN,21,218.44,99.79024
2021-22,Bol Bol,ORL,22,218.44,99.79024
2022-23,Bol Bol,ORL,23,218.44,99.79024
2021-22,Bones Hyland,DEN,21,187.96,76.657048
2022-23,Bones Hyland,LAC,22,187.96,76.657048
2005-06,Boniface Ndong,LAC,28,213.36,92.98636
2005-06,Bonzi Wells,SAC,29,195.58,95.25432
2006-07,Bonzi Wells,HOU,30,195.58,95.25432
2007-08,Bonzi Wells,NOH,31,195.58,95.25432
2018-19,Bonzie Colson,MIL,23,198.12,102.0582
2005-06,Boris Diaw,PHX,24,203.2,97.52228
2006-07,Boris Diaw,PHX,25,203.2,104.32616
2007-08,Boris Diaw,PHX,26,203.2,106.59412
2008-09,Boris Diaw,CHA,27,203.2,106.59412
2009-10,Boris Diaw,CHA,28,203.2,106.59412
2010-11,Boris Diaw,CHA,29,203.2,106.59412
2011-12,Boris Diaw,SAS,30,203.2,106.59412
2012-13,Boris Diaw,SAS,31,203.2,106.59412
2013-14,Boris Diaw,SAS,32,203.2,113.398
2014-15,Boris Diaw,SAS,33,203.2,113.398
2015-16,Boris Diaw,SAS,34,203.2,113.398
2016-17,Boris Diaw,UTA,35,203.2,113.398
2005-06,Bostjan Nachbar,NJN,25,205.74,100.243832
2006-07,Bostjan Nachbar,NJN,26,205.74,100.243832
2007-08,Bostjan Nachbar,NJN,27,205.74,100.243832
2005-06,Bracey Wright,MIN,21,190.5,95.25432
2006-07,Bracey Wright,MIN,22,190.5,91.171992
2005-06,Brad Miller,SAC,30,213.36,118.38751200000002
2006-07,Brad Miller,SAC,31,213.36,118.38751200000002
2007-08,Brad Miller,SAC,32,213.36,118.38751200000002
2008-09,Brad Miller,CHI,33,213.36,118.38751200000002
2009-10,Brad Miller,CHI,34,213.36,118.38751200000002
2010-11,Brad Miller,HOU,35,213.36,118.38751200000002
2011-12,Brad Miller,MIN,36,213.36,118.38751200000002
2018-19,Brad Wanamaker,BOS,29,193.04,95.25432
2019-20,Brad Wanamaker,BOS,30,190.5,95.25432
2020-21,Brad Wanamaker,CHA,31,190.5,95.25432
2021-22,Brad Wanamaker,WAS,32,190.5,95.25432
2012-13,Bradley Beal,WAS,20,195.58,93.893544
2013-14,Bradley Beal,WAS,21,195.58,93.893544
2014-15,Bradley Beal,WAS,22,195.58,93.893544
2015-16,Bradley Beal,WAS,23,195.58,93.893544
2016-17,Bradley Beal,WAS,24,195.58,93.893544
2017-18,Bradley Beal,WAS,25,195.58,93.893544
2018-19,Bradley Beal,WAS,26,195.58,93.893544
2019-20,Bradley Beal,WAS,27,190.5,93.893544
2020-21,Bradley Beal,WAS,28,190.5,93.893544
2021-22,Bradley Beal,WAS,29,193.04,93.893544
2022-23,Bradley Beal,WAS,30,193.04,93.893544
2007-08,Brandan Wright,GSW,20,205.74,92.98636
2008-09,Brandan Wright,GSW,21,208.28,95.25432
2010-11,Brandan Wright,NJN,23,208.28,95.25432
2011-12,Brandan Wright,DAL,24,208.28,95.25432
2012-13,Brandan Wright,DAL,25,208.28,95.25432
2013-14,Brandan Wright,DAL,26,208.28,95.25432
2014-15,Brandan Wright,PHX,27,208.28,95.25432
2015-16,Brandan Wright,MEM,28,208.28,95.25432
2016-17,Brandan Wright,MEM,29,208.28,95.25432
2017-18,Brandan Wright,MEM,30,208.28,106.59412
2015-16,Branden Dawson,LAC,23,198.12,102.0582
2005-06,Brandon Bass,NOK,21,203.2,108.86208
2006-07,Brandon Bass,NOK,22,203.2,108.86208
2007-08,Brandon Bass,DAL,23,203.2,108.86208
2008-09,Brandon Bass,DAL,24,203.2,113.398
2009-10,Brandon Bass,ORL,25,203.2,113.398
2010-11,Brandon Bass,ORL,26,203.2,113.398
2011-12,Brandon Bass,BOS,27,203.2,113.398
2012-13,Brandon Bass,BOS,28,203.2,113.398
2013-14,Brandon Bass,BOS,29,203.2,113.398
2014-15,Brandon Bass,BOS,30,203.2,113.398
2015-16,Brandon Bass,LAL,31,203.2,113.398
2016-17,Brandon Bass,LAC,32,203.2,113.398
2021-22,Brandon Boston,LAC,20,198.12,85.275296
2022-23,Brandon Boston Jr.,LAC,21,198.12,85.275296
2019-20,Brandon Clarke,MEM,23,203.2,97.52228
2020-21,Brandon Clarke,MEM,24,203.2,97.52228
2021-22,Brandon Clarke,MEM,25,203.2,97.52228
2022-23,Brandon Clarke,MEM,26,203.2,97.52228
2013-14,Brandon Davies,PHI,22,208.28,108.86208
2014-15,Brandon Davies,PHI,23,208.28,108.86208
2018-19,Brandon Goodwin,DEN,23,187.96,81.64656
2019-20,Brandon Goodwin,ATL,24,182.88,81.64656
2020-21,Brandon Goodwin,ATL,25,182.88,81.64656
2021-22,Brandon Goodwin,CLE,26,182.88,81.64656
2016-17,Brandon Ingram,LAL,19,205.74,86.18248
2017-18,Brandon Ingram,LAL,20,205.74,86.18248
2018-19,Brandon Ingram,LAL,21,205.74,86.18248
2019-20,Brandon Ingram,NOP,22,200.66,86.18248
2020-21,Brandon Ingram,NOP,23,203.2,86.18248
2021-22,Brandon Ingram,NOP,24,203.2,86.18248
2022-23,Brandon Ingram,NOP,25,203.2,86.18248
2009-10,Brandon Jennings,MIL,20,185.42,76.657048
2010-11,Brandon Jennings,MIL,21,185.42,76.657048
2011-12,Brandon Jennings,MIL,22,185.42,76.657048
2012-13,Brandon Jennings,MIL,23,185.42,76.657048
2013-14,Brandon Jennings,DET,24,185.42,76.657048
2014-15,Brandon Jennings,DET,25,185.42,76.657048
2015-16,Brandon Jennings,ORL,26,185.42,76.657048
2016-17,Brandon Jennings,WAS,27,185.42,77.11064
2017-18,Brandon Jennings,MIL,28,185.42,77.11064
2011-12,Brandon Knight,DET,20,190.5,85.728888
2012-13,Brandon Knight,DET,21,190.5,85.728888
2013-14,Brandon Knight,MIL,22,190.5,85.728888
2014-15,Brandon Knight,PHX,23,190.5,85.728888
2015-16,Brandon Knight,PHX,24,190.5,85.728888
2016-17,Brandon Knight,PHX,25,190.5,88.45044
2018-19,Brandon Knight,CLE,27,190.5,88.45044
2019-20,Brandon Knight,DET,28,187.96,82.553744
2021-22,Brandon Knight,DAL,30,187.96,82.553744
2017-18,Brandon Paul,SAS,27,193.04,90.7184
2006-07,Brandon Roy,POR,22,198.12,103.872568
2007-08,Brandon Roy,POR,23,198.12,103.872568
2008-09,Brandon Roy,POR,24,198.12,95.707912
2009-10,Brandon Roy,POR,25,198.12,95.707912
2010-11,Brandon Roy,POR,26,198.12,95.707912
2012-13,Brandon Roy,MIN,28,198.12,95.707912
2008-09,Brandon Rush,IND,23,198.12,95.25432
2009-10,Brandon Rush,IND,24,198.12,95.25432
2010-11,Brandon Rush,IND,25,198.12,95.25432
2011-12,Brandon Rush,GSW,26,198.12,102.0582
2012-13,Brandon Rush,GSW,27,198.12,95.25432
2013-14,Brandon Rush,UTA,28,198.12,105.68693600000002
2014-15,Brandon Rush,GSW,29,198.12,99.79024
2015-16,Brandon Rush,GSW,30,198.12,99.79024
2016-17,Brandon Rush,MIN,31,198.12,102.0582
2018-19,Brandon Sampson,CHI,22,195.58,83.46092800000001
2021-22,Brandon Williams,POR,22,187.96,86.18248
2021-22,Braxton Key,DET,25,203.2,102.0582
2022-23,Braxton Key,DET,26,203.2,102.0582
2005-06,Brendan Haywood,WAS,26,213.36,119.294696
2006-07,Brendan Haywood,WAS,27,213.36,119.294696
2007-08,Brendan Haywood,WAS,28,213.36,119.294696
2008-09,Brendan Haywood,WAS,29,213.36,119.294696
2009-10,Brendan Haywood,DAL,30,213.36,119.294696
2010-11,Brendan Haywood,DAL,31,213.36,119.294696
2011-12,Brendan Haywood,DAL,32,213.36,119.294696
2012-13,Brendan Haywood,CHA,33,213.36,119.294696
2014-15,Brendan Haywood,CLE,35,213.36,119.294696
2005-06,Brent Barry,SAS,34,200.66,95.25432
2006-07,Brent Barry,SAS,35,200.66,95.25432
2007-08,Brent Barry,SAS,36,200.66,95.25432
2008-09,Brent Barry,HOU,37,200.66,95.25432
2005-06,Brevin Knight,CHA,30,177.8,77.11064
2006-07,Brevin Knight,CHA,31,177.8,77.11064
2007-08,Brevin Knight,LAC,32,177.8,77.11064
2008-09,Brevin Knight,UTA,33,177.8,75.296272
2019-20,Brian Bowen II,IND,21,198.12,86.18248
2020-21,Brian Bowen II,IND,22,198.12,86.18248
2005-06,Brian Cardinal,MEM,29,203.2,111.13004
2006-07,Brian Cardinal,MEM,30,203.2,111.13004
2007-08,Brian Cardinal,MEM,31,203.2,111.13004
2008-09,Brian Cardinal,MIN,32,203.2,108.86208
2009-10,Brian Cardinal,MIN,33,203.2,108.86208
2010-11,Brian Cardinal,DAL,34,203.2,108.86208
2011-12,Brian Cardinal,DAL,35,203.2,108.86208
2005-06,Brian Cook,LAL,25,205.74,117.026736
2006-07,Brian Cook,LAL,26,205.74,117.026736
2007-08,Brian Cook,ORL,27,205.74,113.398
2008-09,Brian Cook,HOU,28,205.74,113.398
2009-10,Brian Cook,HOU,29,205.74,113.398
2010-11,Brian Cook,LAC,30,205.74,113.398
2011-12,Brian Cook,WAS,31,205.74,113.398
2005-06,Brian Grant,PHX,34,205.74,115.212368
2012-13,Brian Roberts,NOH,27,185.42,81.64656
2013-14,Brian Roberts,NOP,28,185.42,78.471416
2014-15,Brian Roberts,CHA,29,185.42,78.471416
2015-16,Brian Roberts,POR,30,185.42,78.471416
2016-17,Brian Roberts,CHA,31,185.42,78.471416
2005-06,Brian Scalabrine,BOS,28,205.74,106.59412
2006-07,Brian Scalabrine,BOS,29,205.74,106.59412
2007-08,Brian Scalabrine,BOS,30,205.74,106.59412
